ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached_on_Time_Y_N
94,B,Ship,3,3,219,3,medium,F,17,3387,1
95,C,Ship,4,1,213,4,high,F,35,2343,1
96,F,Ship,2,3,235,3,low,M,57,2034,1
98,F,Ship,4,1,271,2,medium,F,8,2401,1
102,F,Ship,5,5,227,4,low,M,53,2624,1
103,D,Ship,2,1,213,3,low,M,29,2732,1
105,A,Ship,3,3,218,3,low,M,3,2255,1
107,C,Ship,3,1,238,3,low,M,17,2624,1
108,F,Ship,4,5,216,3,high,M,26,2053,1
109,D,Ship,4,5,238,3,high,F,55,3257,1
112,B,Road,4,2,239,3,low,F,65,3679,1
114,F,Road,3,2,263,3,low,M,41,2817,1
118,B,Road,4,3,265,2,medium,F,31,2326,1
119,C,Road,2,5,263,3,low,F,5,2947,1
124,B,Road,3,3,252,2,medium,F,48,2102,1
125,C,Road,5,5,222,3,low,M,10,2280,1
127,D,Road,4,5,220,3,medium,M,40,3516,1
130,B,Road,4,5,224,4,medium,M,21,2026,1
133,D,Flight,5,2,247,3,low,M,17,3889,1
134,F,Flight,5,4,280,6,medium,F,51,3582,1
140,F,Flight,5,1,237,2,low,F,10,3860,1
141,A,Flight,4,4,264,3,high,M,59,2020,1
146,F,Flight,2,2,248,2,low,M,46,3707,1
151,D,Flight,4,4,220,2,medium,F,7,2551,1
157,D,Ship,6,3,275,5,low,M,41,2491,1
163,D,Ship,4,1,261,4,low,F,58,3427,1
164,F,Ship,5,2,274,3,medium,M,6,3375,1
169,D,Ship,4,2,250,3,low,F,53,2478,1
174,F,Ship,3,2,270,3,low,F,63,2751,1
175,D,Ship,3,3,242,3,low,F,51,3935,1
180,F,Ship,5,5,255,4,medium,M,3,3440,1
188,F,Ship,2,1,222,2,medium,M,5,3778,1
195,A,Ship,4,2,270,4,low,F,46,1736,1
220,B,Ship,3,5,270,3,low,M,60,3885,1
221,C,Ship,3,4,242,3,low,M,29,2381,1
226,B,Ship,5,4,255,4,medium,F,38,2771,1
234,F,Ship,2,1,222,2,medium,M,58,3626,1
241,D,Ship,4,5,270,4,low,M,65,1818,1
263,C,Road,3,1,294,4,low,F,52,1089,1
264,F,Road,3,2,226,2,medium,M,45,1446,1
265,D,Road,5,3,271,5,high,M,9,1813,1
267,A,Road,2,3,264,4,low,F,10,1648,1
268,B,Road,4,1,258,3,medium,M,36,2211,1
269,C,Road,3,5,241,3,low,F,21,3078,1
275,C,Flight,3,5,229,6,medium,M,22,2717,1
278,F,Flight,4,4,212,3,low,M,21,3307,1
285,A,Flight,5,5,230,3,low,F,32,3249,1
287,C,Flight,5,3,234,2,low,F,55,3308,1
291,A,Flight,4,4,270,3,low,M,12,3279,1
293,C,Ship,4,3,211,4,medium,M,40,3106,1
298,B,Ship,4,4,232,2,low,M,36,2861,1
303,A,Ship,3,4,241,2,low,M,57,3671,1
304,B,Ship,4,3,222,2,medium,M,55,3833,1
306,F,Ship,4,4,249,3,medium,F,36,3769,1
307,D,Ship,3,1,243,4,high,M,59,3838,1
310,B,Ship,5,5,266,3,medium,F,53,3089,1
314,F,Ship,4,3,272,3,medium,M,38,3705,1
317,C,Ship,4,2,238,2,high,M,17,3358,1
318,F,Ship,4,5,273,4,medium,F,31,2373,1
320,F,Ship,4,5,213,4,low,M,39,2381,1
321,A,Ship,3,4,224,2,medium,F,15,2701,1
325,D,Ship,5,1,279,4,medium,F,24,3440,1
326,F,Ship,3,4,246,3,medium,M,30,3748,1
328,B,Ship,4,4,233,4,medium,F,59,2358,1
329,C,Ship,5,1,274,2,medium,M,24,2423,1
330,F,Ship,4,5,243,4,medium,F,41,2782,1
333,A,Ship,3,5,215,3,medium,F,22,2585,1
334,B,Ship,3,4,211,3,medium,M,8,3710,1
335,C,Ship,4,2,220,5,low,M,33,2854,1
337,D,Ship,5,1,262,3,medium,F,58,3599,1
339,A,Ship,3,5,261,3,medium,M,15,2989,1
341,C,Ship,2,5,255,5,medium,F,53,3775,1
344,F,Ship,2,5,248,6,low,F,62,2750,1
346,B,Ship,5,1,264,3,low,M,6,2882,1
347,C,Ship,5,5,260,2,medium,F,55,2791,1
349,D,Ship,4,5,233,4,low,F,44,2551,1
353,C,Ship,2,2,267,3,medium,M,15,2481,1
354,F,Ship,4,3,255,2,high,M,47,2956,1
356,F,Ship,5,1,266,3,low,F,31,3157,1
358,B,Ship,2,3,247,2,medium,F,62,3127,1
361,D,Ship,5,2,246,3,medium,M,49,3236,1
366,F,Ship,3,2,234,3,medium,M,39,2099,1
370,B,Ship,3,5,257,3,medium,F,19,2173,1
375,A,Ship,5,1,227,3,low,F,19,3007,1
376,B,Ship,3,5,262,2,low,F,53,3275,1
378,F,Ship,5,3,238,2,medium,F,21,2053,1
383,C,Ship,5,4,215,2,low,F,45,3501,1
385,D,Road,4,3,236,2,high,M,23,3123,1
387,A,Road,3,1,251,3,medium,M,42,3698,1
389,C,Road,4,3,225,3,low,F,62,2587,1
391,D,Road,4,1,259,3,low,M,20,2154,1
395,C,Road,3,2,272,2,low,M,33,2321,1
400,B,Road,3,1,220,2,high,F,40,3773,1
402,F,Road,3,2,217,2,high,M,19,2992,1
403,D,Road,3,2,265,3,low,F,49,2791,1
404,F,Road,4,2,249,5,medium,M,36,3836,1
405,A,Road,5,3,213,4,medium,F,50,2003,1
411,A,Flight,3,2,264,3,medium,M,5,3861,1
414,F,Flight,4,1,215,2,low,M,32,3066,1
415,D,Flight,2,1,218,2,low,M,15,2745,1
422,F,Flight,4,2,251,2,medium,M,24,2405,1
424,B,Flight,4,4,229,2,medium,M,45,3776,1
434,F,Ship,4,2,215,3,medium,F,48,2953,1
435,A,Ship,4,1,216,3,low,F,43,2643,1
437,C,Ship,5,4,222,3,low,F,20,3632,1
439,D,Ship,3,5,241,3,medium,M,48,2841,1
441,A,Ship,3,5,251,2,high,M,23,2426,1
451,D,Ship,4,4,244,3,medium,F,55,2782,1
454,B,Ship,4,1,275,10,medium,F,23,2726,1
457,D,Ship,3,3,254,2,high,M,17,3153,1
462,F,Ship,3,4,220,7,low,M,43,2620,1
463,D,Ship,3,4,244,8,low,M,1,2703,1
465,A,Ship,5,2,263,8,medium,M,24,3139,1
466,B,Ship,3,2,294,4,low,F,15,1318,1
467,C,Ship,3,5,226,2,medium,F,2,1043,1
472,B,Ship,4,3,244,3,medium,M,8,3318,1
475,D,Ship,4,3,275,10,medium,M,10,2093,1
478,B,Ship,3,4,254,2,high,F,41,3973,1
483,A,Ship,3,3,220,7,low,M,25,2141,1
484,B,Ship,3,2,244,8,low,F,50,3562,1
486,F,Ship,5,5,263,8,medium,F,9,2236,1
487,D,Ship,3,1,294,4,low,F,25,1498,1
490,B,Ship,3,3,235,3,low,M,5,3065,1
492,F,Ship,5,4,224,3,low,F,34,2627,1
494,F,Ship,5,4,226,5,low,M,47,2240,1
497,C,Ship,4,2,216,3,low,F,12,2273,1
499,D,Ship,5,5,271,2,low,M,27,3957,1
501,A,Ship,3,4,212,2,low,M,33,2021,1
506,F,Ship,3,1,219,2,low,F,39,2696,1
508,B,Ship,5,3,230,3,medium,F,3,2923,1
510,F,Ship,5,2,235,3,low,M,14,2984,1
514,B,Ship,5,3,250,5,low,M,12,2722,1
517,D,Ship,3,5,274,3,medium,F,51,3476,1
518,F,Ship,5,5,262,2,medium,F,62,3744,1
520,B,Ship,3,1,215,3,medium,F,2,3873,1
523,D,Road,6,5,212,2,medium,M,38,2359,1
526,B,Road,3,3,249,3,medium,M,51,2173,1
528,F,Road,4,5,235,3,medium,F,22,2015,1
529,D,Road,5,5,261,3,medium,F,8,3257,1
530,F,Road,6,1,243,4,high,F,22,3537,1
531,A,Road,3,2,237,2,high,M,26,3103,1
535,D,Road,3,2,245,3,low,F,61,2188,1
538,B,Road,4,4,228,3,medium,F,12,3359,1
540,F,Road,4,4,266,4,medium,F,33,2701,1
543,A,Road,4,5,218,3,low,F,40,3200,1
544,B,Flight,3,3,231,2,low,M,46,2962,1
548,F,Flight,5,4,245,5,low,M,6,3592,1
552,F,Flight,3,5,233,3,medium,M,52,3519,1
554,F,Flight,2,3,257,4,medium,F,52,2073,1
555,A,Flight,5,4,250,3,low,F,11,3373,1
557,C,Flight,3,3,255,2,high,M,7,3311,1
560,F,Flight,5,2,271,3,medium,M,32,3785,1
564,F,Flight,3,3,229,3,low,M,14,2164,1
565,D,Flight,3,3,234,2,medium,F,39,2449,1
566,F,Ship,4,3,216,2,low,M,52,3578,1
568,B,Ship,5,2,268,3,low,M,19,2526,1
570,F,Ship,4,5,265,2,medium,F,18,2969,1
571,D,Ship,2,2,236,3,medium,M,3,3416,1
573,A,Ship,3,4,234,2,medium,M,46,3108,1
575,C,Ship,4,2,276,2,low,M,54,3706,1
577,D,Ship,4,1,230,3,medium,M,40,2225,1
581,C,Ship,3,3,214,2,low,M,21,3342,1
582,F,Ship,4,2,216,2,medium,F,22,3024,1
586,B,Ship,3,3,234,3,medium,F,8,2334,1
591,A,Ship,4,1,214,5,medium,M,51,2669,1
592,B,Ship,3,3,281,2,medium,M,55,3047,1
593,C,Ship,3,2,260,3,medium,F,2,2176,1
597,A,Ship,4,3,230,3,low,F,62,2236,1
599,C,Ship,4,5,270,2,low,F,34,2821,1
609,A,Ship,4,4,224,3,high,M,60,3145,1
614,F,Ship,4,5,247,2,medium,F,18,2404,1
618,F,Ship,5,3,245,2,medium,F,8,3231,1
620,F,Ship,3,5,224,2,low,M,13,3891,1
621,A,Ship,2,5,265,2,low,F,50,3859,1
623,C,Ship,3,4,253,3,low,M,6,3788,1
625,D,Ship,4,3,265,3,low,F,65,3578,1
626,F,Ship,3,2,238,3,high,F,54,3142,1
627,A,Ship,5,2,236,3,low,F,51,3402,1
630,F,Ship,4,5,245,2,low,F,19,2616,1
632,F,Ship,3,2,233,3,low,M,63,2143,1
636,F,Ship,5,3,266,2,low,F,61,2118,1
638,F,Ship,3,3,229,6,medium,F,61,2298,1
639,A,Ship,6,2,269,4,medium,M,38,3171,1
640,B,Ship,3,4,247,4,low,M,59,2939,1
643,D,Ship,4,1,240,2,low,M,14,2437,1
652,B,Ship,3,2,231,4,medium,M,48,3370,1
655,D,Ship,4,5,249,2,low,M,4,2725,1
656,F,Ship,2,3,264,2,low,F,63,2896,1
658,B,Ship,3,1,242,3,medium,F,10,3606,1
663,A,Road,4,4,218,5,medium,F,36,2995,1
666,F,Road,3,3,243,2,medium,M,17,3230,1
667,D,Road,5,2,254,4,high,M,37,2608,1
668,F,Road,3,1,237,4,low,M,33,2782,1
671,C,Road,4,3,244,3,medium,M,1,3982,1
672,F,Road,3,3,266,2,medium,M,46,3594,1
673,D,Road,5,4,263,3,high,M,10,2538,1
674,F,Road,3,2,247,2,medium,M,39,3189,1
676,B,Road,4,4,227,3,medium,F,1,2761,1
682,B,Flight,3,4,273,2,medium,F,39,2651,1
685,D,Flight,5,5,236,3,high,M,34,3455,1
686,F,Flight,4,2,241,2,low,M,17,3844,1
688,B,Flight,4,5,273,2,high,M,63,3516,1
693,A,Flight,4,1,250,2,low,M,17,3544,1
695,C,Flight,4,4,214,3,low,M,36,2684,1
699,A,Flight,4,3,264,3,medium,M,23,2376,1
701,C,Flight,6,1,281,3,medium,F,36,2536,1
703,D,Ship,3,4,265,8,low,F,35,3299,1
704,F,Ship,4,2,259,3,low,F,47,3764,1
707,C,Ship,3,5,223,3,medium,M,53,3670,1
708,F,Ship,3,3,241,3,low,M,5,2713,1
714,F,Ship,3,3,273,2,medium,F,16,2466,1
717,A,Ship,5,3,236,3,high,F,47,3519,1
718,B,Ship,4,1,241,2,low,F,39,2935,1
720,F,Ship,4,3,273,2,high,M,43,3462,1
725,C,Ship,4,3,250,2,low,F,46,2878,1
727,D,Ship,4,2,214,3,low,F,18,2574,1
731,C,Ship,4,5,264,3,medium,M,16,2245,1
733,D,Ship,6,3,281,3,medium,M,11,2135,1
735,A,Ship,3,4,265,8,low,M,2,3622,1
736,B,Ship,4,1,259,3,low,M,39,2427,1
739,D,Ship,3,2,223,3,medium,F,6,2127,1
740,F,Ship,3,2,241,3,low,M,22,3030,1
745,D,Ship,2,4,280,4,low,M,48,1463,1
746,F,Ship,7,5,243,5,medium,M,28,1100,1
747,A,Ship,3,4,214,2,low,M,50,3881,1
754,B,Ship,5,1,227,3,low,F,14,2589,1
756,F,Ship,3,5,258,3,low,M,17,3033,1
758,F,Ship,4,1,224,2,low,M,8,3638,1
761,C,Ship,5,3,235,2,medium,F,12,3358,1
762,F,Ship,3,4,218,3,low,M,22,3818,1
764,F,Ship,3,3,221,2,medium,F,26,3120,1
766,B,Ship,4,2,259,4,low,F,13,2495,1
767,C,Ship,2,1,249,3,low,M,11,2534,1
768,F,Ship,4,1,263,5,low,F,62,2292,1
776,F,Ship,3,1,270,3,medium,F,61,3582,1
778,B,Ship,5,1,234,2,low,M,12,2372,1
781,D,Ship,4,5,252,3,low,M,16,2332,1
783,A,Ship,4,5,215,2,medium,F,34,2258,1
794,F,Ship,4,3,257,3,medium,M,5,2489,1
795,A,Ship,4,5,255,4,low,M,14,3099,1
797,C,Road,4,4,248,4,low,F,49,2322,1
800,F,Road,5,5,249,4,medium,F,38,2797,1
802,B,Road,3,4,261,2,medium,F,1,3398,1
803,C,Road,3,2,262,2,low,F,26,2370,1
804,F,Road,4,4,224,3,medium,M,9,2952,1
811,D,Road,5,3,216,3,medium,F,1,2434,1
818,F,Flight,5,2,247,3,low,M,32,3645,1
819,A,Flight,3,4,262,2,low,M,15,3287,1
823,D,Flight,3,3,268,3,low,F,33,3872,1
827,C,Flight,5,2,232,2,medium,M,24,2174,1
829,D,Flight,4,2,230,3,medium,M,33,3602,1
830,F,Flight,5,4,223,3,low,F,40,2074,1
832,B,Flight,3,5,224,3,medium,F,20,2937,1
833,C,Flight,2,3,251,3,low,F,2,3351,1
835,D,Flight,5,4,271,3,medium,F,16,2563,1
836,F,Flight,3,5,218,4,medium,M,60,3048,1
837,A,Flight,3,4,229,2,low,M,51,2628,1
838,B,Flight,5,2,278,2,low,F,17,2493,1
841,D,Ship,3,1,232,3,low,M,9,2958,1
848,F,Ship,3,4,267,3,medium,F,62,3589,1
854,F,Ship,5,4,279,2,medium,F,1,3933,1
857,C,Ship,3,4,265,2,high,F,64,2493,1
858,F,Ship,5,2,239,5,medium,M,24,2472,1
860,F,Ship,4,1,265,4,low,F,30,3896,1
863,C,Ship,5,4,269,2,medium,M,38,2770,1
868,B,Ship,4,3,261,3,low,F,10,2802,1
869,C,Ship,3,1,218,3,low,M,4,2304,1
876,F,Ship,4,1,222,3,medium,M,45,3158,1
877,D,Ship,3,3,247,2,medium,M,55,3461,1
878,F,Ship,4,1,222,3,medium,M,25,2582,1
880,B,Ship,5,2,244,3,low,M,8,3571,1
884,F,Ship,3,2,251,2,low,F,5,3443,1
886,B,Ship,3,2,252,4,low,M,29,2353,1
887,C,Ship,4,2,271,3,low,F,19,2693,1
889,D,Ship,3,5,212,3,high,M,6,2069,1
891,A,Ship,3,4,266,2,high,F,33,3798,1
892,B,Ship,3,4,255,4,low,F,12,2266,1
894,F,Ship,3,2,232,2,low,F,39,2139,1
899,C,Ship,3,5,242,3,medium,M,19,3753,1
901,D,Ship,5,5,253,6,medium,M,59,2627,1
903,A,Ship,3,3,250,3,low,F,33,3463,1
905,C,Ship,5,5,236,3,medium,F,62,3365,1
909,A,Ship,4,1,235,4,low,M,22,2066,1
911,C,Ship,4,2,274,10,medium,F,29,2949,1
914,F,Ship,4,4,264,2,low,M,35,2336,1
915,A,Ship,3,1,255,2,medium,M,42,3459,1
916,B,Ship,4,1,258,3,medium,M,3,3928,1
917,C,Ship,5,5,261,8,medium,M,39,2103,1
921,A,Ship,3,2,214,2,low,M,26,3503,1
924,F,Ship,3,3,265,4,low,M,47,2557,1
926,F,Ship,5,3,217,3,high,F,61,3067,1
933,A,Road,3,5,242,3,medium,F,3,2268,1
935,C,Road,5,1,253,6,medium,M,12,2486,1
937,D,Road,3,2,250,3,low,F,49,3798,1
939,A,Road,5,3,236,3,medium,M,7,3589,1
943,D,Road,4,4,235,4,low,M,50,2020,1
945,A,Road,4,5,274,10,medium,F,5,3910,1
948,F,Road,4,1,264,2,low,M,8,2436,1
949,D,Road,3,3,255,2,medium,M,3,2894,1
950,F,Road,4,1,258,3,medium,M,53,2428,1
951,A,Road,5,2,261,8,medium,F,1,3308,1
955,D,Flight,3,1,214,2,low,F,50,2720,1
958,B,Flight,3,1,265,4,low,M,50,2249,1
960,F,Flight,5,2,217,3,high,M,21,2600,1
965,C,Flight,6,1,291,5,medium,F,53,1682,1
966,F,Flight,5,2,231,2,medium,F,55,3894,1
969,A,Flight,2,5,272,2,low,M,24,3638,1
973,D,Flight,4,5,243,2,low,M,23,2686,1
974,F,Flight,5,4,229,3,medium,M,29,2505,1
976,B,Flight,5,5,249,3,medium,M,55,3558,1
978,F,Ship,4,5,223,3,medium,F,63,2427,1
979,D,Ship,3,3,267,2,low,F,52,2949,1
982,B,Ship,3,5,243,3,medium,M,4,3189,1
987,A,Ship,5,4,257,2,low,M,55,2257,1
989,C,Ship,3,1,223,3,medium,F,31,3942,1
991,D,Ship,3,2,234,3,medium,M,33,2789,1
995,C,Ship,5,1,259,3,high,F,37,3023,1
1000,B,Ship,3,3,271,2,medium,M,15,3542,1
1003,D,Ship,3,3,241,5,low,M,8,2182,1
1004,F,Ship,3,3,254,3,medium,M,3,2837,1
1006,B,Ship,5,1,271,2,high,M,46,2744,1
1009,D,Ship,4,1,265,2,medium,M,18,3327,1
1011,A,Ship,2,5,228,2,low,F,49,3024,1
1012,B,Ship,4,5,262,4,low,M,16,2871,1
1020,F,Ship,3,2,261,5,medium,M,45,2488,1
1022,F,Ship,3,1,226,2,low,M,18,2319,1
1023,A,Ship,3,4,260,3,low,F,21,2003,1
1024,B,Ship,5,1,246,3,medium,F,44,3993,1
1025,C,Ship,3,2,221,3,low,F,21,3686,1
1030,B,Ship,3,1,229,2,medium,F,12,3111,1
1031,C,Ship,4,1,239,2,high,M,16,2504,1
1033,D,Ship,5,4,254,5,low,F,36,2039,1
1036,B,Ship,3,5,253,2,medium,M,17,2205,1
1037,C,Ship,4,3,261,2,high,M,47,2336,1
1040,F,Ship,2,5,275,2,low,M,41,2546,1
1042,B,Ship,3,1,236,3,medium,M,28,3290,1
1044,F,Ship,4,2,251,2,low,M,53,2673,1
1047,A,Ship,3,3,231,2,medium,F,24,2177,1
1048,B,Ship,3,4,257,3,medium,M,56,2941,1
1050,F,Ship,6,5,237,5,high,F,63,2573,1
1053,A,Ship,5,5,264,3,medium,F,27,2019,1
1057,D,Ship,3,4,272,4,low,F,23,2048,1
1059,A,Ship,4,3,260,4,medium,M,40,3668,1
1061,C,Ship,5,3,252,4,medium,M,63,3729,1
1063,D,Ship,4,2,272,4,low,M,62,2307,1
1069,D,Ship,3,3,255,3,medium,M,23,3764,1
1071,A,Road,3,4,250,2,high,M,61,3207,1
1072,B,Road,3,5,251,2,low,F,28,3936,1
1075,D,Road,4,5,268,3,medium,F,3,2758,1
1076,F,Road,5,2,239,3,low,F,47,3673,1
1078,B,Road,4,3,252,2,medium,F,51,2658,1
1079,C,Road,3,5,272,3,medium,M,48,3780,1
1081,D,Road,3,1,224,3,low,F,45,3624,1
1082,F,Road,6,3,270,3,low,F,56,3251,1
1083,A,Road,6,3,236,3,medium,M,6,2639,1
1084,B,Road,3,1,227,3,medium,F,47,3512,1
1085,C,Road,3,4,262,3,low,M,7,2424,1
1086,F,Road,3,1,228,2,low,M,45,2257,1
1091,C,Road,4,2,221,2,medium,M,54,3065,1
1094,F,Flight,2,5,216,2,medium,F,57,3807,1
1097,C,Flight,5,2,265,3,low,F,12,2892,1
1098,F,Flight,3,2,263,3,low,F,57,2113,1
1101,A,Flight,5,2,260,2,medium,M,23,3962,1
1103,C,Flight,4,1,227,3,medium,M,54,3043,1
1107,A,Flight,3,3,213,6,low,F,17,2424,1
1108,B,Flight,3,1,211,2,low,F,45,3332,1
1109,C,Flight,4,4,232,3,medium,F,61,2484,1
1113,A,Flight,5,1,222,3,high,M,21,2351,1
1116,F,Ship,4,2,272,2,low,M,21,3271,1
1122,F,Ship,2,1,264,3,medium,M,10,3409,1
1124,F,Ship,3,5,240,3,medium,F,54,2919,1
1126,B,Ship,6,4,283,5,medium,F,35,2686,1
1127,C,Ship,4,3,263,4,medium,M,23,2960,1
1131,A,Ship,5,1,230,6,low,F,60,2067,1
1134,F,Ship,4,2,227,2,high,M,35,3583,1
1136,F,Ship,6,1,257,3,medium,M,60,3416,1
1138,B,Ship,3,5,251,3,medium,M,59,3651,1
1141,D,Ship,4,1,260,2,low,M,2,2980,1
1142,F,Ship,3,4,263,3,low,M,42,2992,1
1143,A,Ship,6,3,269,2,high,M,43,2300,1
1144,B,Ship,3,3,224,2,low,F,37,3220,1
1157,C,Ship,4,5,262,3,medium,F,38,3139,1
1159,D,Ship,4,3,246,2,low,M,55,2387,1
1160,F,Ship,3,4,266,2,high,F,55,2779,1
1165,D,Ship,5,2,230,6,low,M,10,3604,1
1168,B,Ship,4,1,227,2,high,M,60,3080,1
1170,F,Ship,6,1,257,3,medium,M,37,2239,1
1172,F,Ship,3,1,251,3,medium,F,18,2240,1
1175,C,Ship,4,3,260,2,low,M,38,2526,1
1176,F,Ship,3,1,263,3,low,M,25,3689,1
1177,D,Ship,6,4,269,2,high,M,47,4000,1
1178,F,Ship,3,2,224,2,low,F,49,3749,1
1191,A,Ship,4,3,262,3,medium,M,46,2904,1
1193,C,Ship,4,4,246,2,low,M,11,2282,1
1194,F,Ship,3,4,266,2,high,M,49,2643,1
1198,B,Ship,6,2,294,4,low,M,35,1625,1
1201,D,Ship,4,2,238,3,low,F,28,1915,1
1202,F,Ship,6,1,213,3,low,M,63,1548,1
1203,A,Ship,4,4,237,2,medium,M,21,1495,1
1204,B,Ship,4,1,257,3,low,M,47,1308,1
1206,F,Ship,3,3,218,3,medium,M,48,3425,1
1207,D,Road,4,4,236,4,low,M,65,2280,1
1210,B,Road,5,1,238,3,low,M,32,3832,1
1214,F,Road,4,3,256,3,low,F,15,3155,1
1215,A,Road,3,3,270,4,low,F,18,2397,1
1217,C,Road,3,5,256,3,low,F,62,2971,1
1222,B,Road,4,5,265,3,medium,F,41,3101,1
1223,C,Road,4,3,217,2,medium,M,22,2138,1
1224,F,Road,3,1,258,2,medium,M,11,2791,1
1225,D,Road,3,3,218,2,medium,M,9,2069,1
1231,D,Flight,5,4,212,6,medium,F,5,2041,1
1232,F,Flight,4,2,272,2,low,M,57,2377,1
1235,C,Flight,2,3,280,4,low,M,17,3555,1
1237,D,Flight,3,1,231,6,medium,F,64,3627,1
1242,F,Flight,4,5,227,4,low,F,20,2217,1
1243,D,Flight,4,1,250,2,medium,M,45,3021,1
1246,B,Flight,4,3,258,3,medium,M,58,2579,1
1247,C,Flight,6,2,271,5,low,M,14,2514,1
1249,D,Flight,5,2,217,3,low,M,27,2999,1
1250,F,Flight,4,1,247,3,low,F,9,2414,1
1252,B,Ship,3,1,254,3,medium,M,6,3496,1
1253,C,Ship,5,5,226,3,medium,F,65,3840,1
1258,B,Ship,3,5,219,3,low,F,54,3145,1
1259,C,Ship,4,4,266,2,low,F,15,3425,1
1262,F,Ship,4,1,258,3,medium,F,4,3686,1
1266,F,Ship,3,5,283,5,low,F,50,2848,1
1267,D,Ship,4,2,221,2,low,F,13,3097,1
1268,F,Ship,3,2,233,5,low,M,44,2010,1
1272,F,Ship,5,3,236,6,medium,M,9,3715,1
1273,D,Ship,3,5,257,3,low,F,52,2170,1
1275,A,Ship,4,2,255,4,low,F,62,3198,1
1278,F,Ship,3,1,275,2,high,F,1,2597,1
1280,F,Ship,3,2,213,2,medium,F,54,2809,1
1283,C,Ship,3,4,216,3,low,F,41,2042,1
1284,F,Ship,4,1,267,3,medium,M,37,2716,1
1285,D,Ship,5,4,214,2,medium,F,1,3709,1
1289,C,Ship,3,4,222,3,medium,M,57,2714,1
1291,D,Ship,4,3,242,3,low,M,1,2808,1
1292,F,Ship,3,4,212,2,high,M,13,2733,1
1294,B,Ship,5,5,254,5,low,F,35,2508,1
1301,C,Ship,4,2,235,3,low,F,21,3088,1
1302,F,Ship,4,4,247,3,low,M,55,2361,1
1305,A,Ship,5,4,270,2,high,F,43,2971,1
1307,C,Ship,4,3,252,2,medium,M,1,2336,1
1324,B,Ship,5,1,225,2,medium,M,31,3454,1
1326,F,Ship,4,3,286,5,low,M,37,2938,1
1327,D,Ship,3,1,255,5,low,F,1,2713,1
1332,F,Ship,4,4,255,2,medium,M,29,2267,1
1333,D,Ship,4,5,269,4,medium,M,60,3456,1
1334,F,Ship,5,5,260,2,low,F,23,3065,1
1336,B,Ship,4,2,256,2,medium,M,10,3128,1
1340,F,Ship,2,2,240,3,low,M,53,2980,1
1343,C,Ship,4,4,216,2,medium,F,6,3255,1
1344,F,Road,4,5,218,3,low,M,25,2682,1
1346,F,Road,3,5,264,2,medium,F,1,3947,1
1348,B,Road,3,5,264,6,low,M,30,2751,1
1349,C,Road,4,5,253,2,medium,F,43,2589,1
1350,F,Road,2,4,257,6,low,M,5,3986,1
1352,F,Road,5,5,245,4,medium,F,12,2225,1
1356,F,Road,3,4,218,3,medium,F,4,3534,1
1359,A,Road,4,1,241,3,medium,F,61,3812,1
1360,B,Road,5,5,263,2,medium,M,59,3238,1
1361,C,Road,5,5,230,2,medium,F,36,3381,1
